Date,Change.C,C_1,O_1,H_1,L_1,V_1,C_2,O_2,H_2,L_2,V_2,C_3,O_3,H_3,L_3,V_3,C_4,O_4,H_4,L_4,V_4,C_5,O_5,H_5,L_5,V_5
25/4/2018,-12.18,9.14,3.55,9.74,3.91,72.17,3.52,2.71,0.78,4.74,-15.72,2.75,-1.87,3.16,2.97,-17.07,-1.86,8.7,0.53,2.95,-13.38,8.73,7.98,8.85,6.92,36.54
24/4/2018,9.14,3.52,2.71,0.78,4.74,-15.72,2.75,-1.87,3.16,2.97,-17.07,-1.86,8.7,0.53,2.95,-13.38,8.73,7.98,8.85,6.92,36.54,7.96,4.47,8.31,4.01,37
23/4/2018,3.52,2.75,-1.87,3.16,2.97,-17.07,-1.86,8.7,0.53,2.95,-13.38,8.73,7.98,8.85,6.92,36.54,7.96,4.47,8.31,4.01,37,4.47,-1.66,1.07,0.06,-8.17
22/4/2018,2.75,-1.86,8.7,0.53,2.95,-13.38,8.73,7.98,8.85,6.92,36.54,7.96,4.47,8.31,4.01,37,4.47,-1.66,1.07,0.06,-8.17,-1.69,-4.15,-3.06,0.57,-19.74
21/4/2018,-1.86,8.73,7.98,8.85,6.92,36.54,7.96,4.47,8.31,4.01,37,4.47,-1.66,1.07,0.06,-8.17,-1.69,-4.15,-3.06,0.57,-19.74,-4.14,6.24,0.59,-0.73,4.22
20/4/2018,8.73,7.96,4.47,8.31,4.01,37,4.47,-1.66,1.07,0.06,-8.17,-1.69,-4.15,-3.06,0.57,-19.74,-4.14,6.24,0.59,-0.73,4.22,6.24,1.65,3.9,3.21,6.88
19/4/2018,7.96,4.47,-1.66,1.07,0.06,-8.17,-1.69,-4.15,-3.06,0.57,-19.74,-4.14,6.24,0.59,-0.73,4.22,6.24,1.65,3.9,3.21,6.88,1.83,0.02,-2.76,0.97,-44.63
18/4/2018,4.47,-1.69,-4.15,-3.06,0.57,-19.74,-4.14,6.24,0.59,-0.73,4.22,6.24,1.65,3.9,3.21,6.88,1.83,0.02,-2.76,0.97,-44.63,-0.11,14.91,6.14,16.45,-10.22
17/4/2018,-1.69,-4.14,6.24,0.59,-0.73,4.22,6.24,1.65,3.9,3.21,6.88,1.83,0.02,-2.76,0.97,-44.63,-0.11,14.91,6.14,16.45,-10.22,14.85,3.54,14.98,0.42,124.86
16/4/2018,-4.14,6.24,1.65,3.9,3.21,6.88,1.83,0.02,-2.76,0.97,-44.63,-0.11,14.91,6.14,16.45,-10.22,14.85,3.54,14.98,0.42,124.86,3.54,4.11,3.69,5.24,16.63
15/4/2018,6.24,1.83,0.02,-2.76,0.97,-44.63,-0.11,14.91,6.14,16.45,-10.22,14.85,3.54,14.98,0.42,124.86,3.54,4.11,3.69,5.24,16.63,4.11,-0.41,-3.02,0.97,-45.44
14/4/2018,1.83,-0.11,14.91,6.14,16.45,-10.22,14.85,3.54,14.98,0.42,124.86,3.54,4.11,3.69,5.24,16.63,4.11,-0.41,-3.02,0.97,-45.44,-0.41,4.11,6.72,0.83,128.37
13/4/2018,-0.11,14.85,3.54,14.98,0.42,124.86,3.54,4.11,3.69,5.24,16.63,4.11,-0.41,-3.02,0.97,-45.44,-0.41,4.11,6.72,0.83,128.37,4.12,4.02,2.29,4.18,-5.19
12/4/2018,14.85,3.54,4.11,3.69,5.24,16.63,4.11,-0.41,-3.02,0.97,-45.44,-0.41,4.11,6.72,0.83,128.37,4.12,4.02,2.29,4.18,-5.19,4.03,-3.07,2.32,1.53,-14.33
11/4/2018,3.54,4.11,-0.41,-3.02,0.97,-45.44,-0.41,4.11,6.72,0.83,128.37,4.12,4.02,2.29,4.18,-5.19,4.03,-3.07,2.32,1.53,-14.33,-3.03,0.81,-0.31,-0.92,-22.42
10/4/2018,4.11,-0.41,4.11,6.72,0.83,128.37,4.12,4.02,2.29,4.18,-5.19,4.03,-3.07,2.32,1.53,-14.33,-3.03,0.81,-0.31,-0.92,-22.42,0.75,-8.89,-7.08,-1.11,-19.35
9/4/2018,-0.41,4.12,4.02,2.29,4.18,-5.19,4.03,-3.07,2.32,1.53,-14.33,-3.03,0.81,-0.31,-0.92,-22.42,0.75,-8.89,-7.08,-1.11,-19.35,-8.87,7.94,-0.57,-2.5,5.66
8/4/2018,4.12,4.03,-3.07,2.32,1.53,-14.33,-3.03,0.81,-0.31,-0.92,-22.42,0.75,-8.89,-7.08,-1.11,-19.35,-8.87,7.94,-0.57,-2.5,5.66,7.92,1.63,6.31,1.39,28.51
7/4/2018,4.03,-3.03,0.81,-0.31,-0.92,-22.42,0.75,-8.89,-7.08,-1.11,-19.35,-8.87,7.94,-0.57,-2.5,5.66,7.92,1.63,6.31,1.39,28.51,1.67,-3.87,-1.38,4.5,-33.48
6/4/2018,-3.03,0.75,-8.89,-7.08,-1.11,-19.35,-8.87,7.94,-0.57,-2.5,5.66,7.92,1.63,6.31,1.39,28.51,1.67,-3.87,-1.38,4.5,-33.48,-3.86,0.09,-4.68,-7.84,2.48
5/4/2018,0.75,-8.87,7.94,-0.57,-2.5,5.66,7.92,1.63,6.31,1.39,28.51,1.67,-3.87,-1.38,4.5,-33.48,-3.86,0.09,-4.68,-7.84,2.48,0.04,2.5,1.92,6.55,-38.27
4/4/2018,-8.87,7.92,1.63,6.31,1.39,28.51,1.67,-3.87,-1.38,4.5,-33.48,-3.86,0.09,-4.68,-7.84,2.48,0.04,2.5,1.92,6.55,-38.27,2.52,-14.04,-8.49,-3.87,-2.49
3/4/2018,7.92,1.67,-3.87,-1.38,4.5,-33.48,-3.86,0.09,-4.68,-7.84,2.48,0.04,2.5,1.92,6.55,-38.27,2.52,-14.04,-8.49,-3.87,-2.49,-14.04,-0.42,-3.39,-13.61,118.93
2/4/2018,1.67,-3.86,0.09,-4.68,-7.84,2.48,0.04,2.5,1.92,6.55,-38.27,2.52,-14.04,-8.49,-3.87,-2.49,-14.04,-0.42,-3.39,-13.61,118.93,-0.37,-7.66,-5.43,-1.31,-29.91
1/4/2018,-3.86,0.04,2.5,1.92,6.55,-38.27,2.52,-14.04,-8.49,-3.87,-2.49,-14.04,-0.42,-3.39,-13.61,118.93,-0.37,-7.66,-5.43,-1.31,-29.91,-7.72,-7.16,-6.55,-4.44,13.91
31/3/2018,0.04,2.52,-14.04,-8.49,-3.87,-2.49,-14.04,-0.42,-3.39,-13.61,118.93,-0.37,-7.66,-5.43,-1.31,-29.91,-7.72,-7.16,-6.55,-4.44,13.91,-7.17,0.58,-1.66,-8.89,131.92
30/3/2018,2.52,-14.04,-0.42,-3.39,-13.61,118.93,-0.37,-7.66,-5.43,-1.31,-29.91,-7.72,-7.16,-6.55,-4.44,13.91,-7.17,0.58,-1.66,-8.89,131.92,0.59,-4.18,-1.84,-1.35,-10.6
29/3/2018,-14.04,-0.37,-7.66,-5.43,-1.31,-29.91,-7.72,-7.16,-6.55,-4.44,13.91,-7.17,0.58,-1.66,-8.89,131.92,0.59,-4.18,-1.84,-1.35,-10.6,-4.23,0.6,0.3,2.3,-36.39
28/3/2018,-0.37,-7.72,-7.16,-6.55,-4.44,13.91,-7.17,0.58,-1.66,-8.89,131.92,0.59,-4.18,-1.84,-1.35,-10.6,-4.23,0.6,0.3,2.3,-36.39,0.66,-3.57,-5.91,-1.82,-1.81
27/3/2018,-7.72,-7.17,0.58,-1.66,-8.89,131.92,0.59,-4.18,-1.84,-1.35,-10.6,-4.23,0.6,0.3,2.3,-36.39,0.66,-3.57,-5.91,-1.82,-1.81,-3.64,0.5,-2.07,-5.14,-12.08
26/3/2018,-7.17,0.59,-4.18,-1.84,-1.35,-10.6,-4.23,0.6,0.3,2.3,-36.39,0.66,-3.57,-5.91,-1.82,-1.81,-3.64,0.5,-2.07,-5.14,-12.08,0.57,0.24,4.09,5.58,-12.93
25/3/2018,0.59,-4.23,0.6,0.3,2.3,-36.39,0.66,-3.57,-5.91,-1.82,-1.81,-3.64,0.5,-2.07,-5.14,-12.08,0.57,0.24,4.09,5.58,-12.93,0.17,3.55,1.49,0.14,-20.55
24/3/2018,-4.23,0.66,-3.57,-5.91,-1.82,-1.81,-3.64,0.5,-2.07,-5.14,-12.08,0.57,0.24,4.09,5.58,-12.93,0.17,3.55,1.49,0.14,-20.55,3.62,-2.41,-0.15,13.5,-42.97
23/3/2018,0.66,-3.64,0.5,-2.07,-5.14,-12.08,0.57,0.24,4.09,5.58,-12.93,0.17,3.55,1.49,0.14,-20.55,3.62,-2.41,-0.15,13.5,-42.97,-2.46,-8.41,-8.25,-16.46,229.24
22/3/2018,-3.64,0.57,0.24,4.09,5.58,-12.93,0.17,3.55,1.49,0.14,-20.55,3.62,-2.41,-0.15,13.5,-42.97,-2.46,-8.41,-8.25,-16.46,229.24,-8.41,-1.62,-2.54,-7.05,11.78
21/3/2018,0.57,0.17,3.55,1.49,0.14,-20.55,3.62,-2.41,-0.15,13.5,-42.97,-2.46,-8.41,-8.25,-16.46,229.24,-8.41,-1.62,-2.54,-7.05,11.78,-1.53,-0.28,0.86,2.3,-29.87
20/3/2018,0.17,3.62,-2.41,-0.15,13.5,-42.97,-2.46,-8.41,-8.25,-16.46,229.24,-8.41,-1.62,-2.54,-7.05,11.78,-1.53,-0.28,0.86,2.3,-29.87,-0.32,-11.25,-11.75,-2.45,0.14
19/3/2018,3.62,-2.46,-8.41,-8.25,-16.46,229.24,-8.41,-1.62,-2.54,-7.05,11.78,-1.53,-0.28,0.86,2.3,-29.87,-0.32,-11.25,-11.75,-2.45,0.14,-11.24,-1.06,-1.58,-13.66,77.27
18/3/2018,-2.46,-8.41,-1.62,-2.54,-7.05,11.78,-1.53,-0.28,0.86,2.3,-29.87,-0.32,-11.25,-11.75,-2.45,0.14,-11.24,-1.06,-1.58,-13.66,77.27,-1.07,-3.2,-3.44,0.26,-15.93
17/3/2018,-8.41,-1.53,-0.28,0.86,2.3,-29.87,-0.32,-11.25,-11.75,-2.45,0.14,-11.24,-1.06,-1.58,-13.66,77.27,-1.07,-3.2,-3.44,0.26,-15.93,-3.21,5.47,0.81,2.07,-3.81
16/3/2018,-1.53,-0.32,-11.25,-11.75,-2.45,0.14,-11.24,-1.06,-1.58,-13.66,77.27,-1.07,-3.2,-3.44,0.26,-15.93,-3.21,5.47,0.81,2.07,-3.81,5.51,-5.92,-1.72,-2.05,2.54
15/3/2018,-0.32,-11.24,-1.06,-1.58,-13.66,77.27,-1.07,-3.2,-3.44,0.26,-15.93,-3.21,5.47,0.81,2.07,-3.81,5.51,-5.92,-1.72,-2.05,2.54,-5.97,3.83,2.37,5.28,-40.37
14/3/2018,-11.24,-1.07,-3.2,-3.44,0.26,-15.93,-3.21,5.47,0.81,2.07,-3.81,5.51,-5.92,-1.72,-2.05,2.54,-5.97,3.83,2.37,5.28,-40.37,3.85,-6.82,-5.62,-6.52,32.92
13/3/2018,-1.07,-3.21,5.47,0.81,2.07,-3.81,5.51,-5.92,-1.72,-2.05,2.54,-5.97,3.83,2.37,5.28,-40.37,3.85,-6.82,-5.62,-6.52,32.92,-6.8,-7.91,-6.38,-4.91,-10.07
12/3/2018,-3.21,5.51,-5.92,-1.72,-2.05,2.54,-5.97,3.83,2.37,5.28,-40.37,3.85,-6.82,-5.62,-6.52,32.92,-6.8,-7.91,-6.38,-4.91,-10.07,-7.96,-4.17,-3.16,-9.82,63.4
11/3/2018,5.51,-5.97,3.83,2.37,5.28,-40.37,3.85,-6.82,-5.62,-6.52,32.92,-6.8,-7.91,-6.38,-4.91,-10.07,-7.96,-4.17,-3.16,-9.82,63.4,-4.16,-1.79,-2.13,-5.45,24.05
10/3/2018,-5.97,3.85,-6.82,-5.62,-6.52,32.92,-6.8,-7.91,-6.38,-4.91,-10.07,-7.96,-4.17,-3.16,-9.82,63.4,-4.16,-1.79,-2.13,-5.45,24.05,-1.77,1.12,0.34,1.45,4.92
9/3/2018,3.85,-6.8,-7.91,-6.38,-4.91,-10.07,-7.96,-4.17,-3.16,-9.82,63.4,-4.16,-1.79,-2.13,-5.45,24.05,-1.77,1.12,0.34,1.45,4.92,1.12,0.05,-0.13,-1.8,9.07
8/3/2018,-6.8,-7.96,-4.17,-3.16,-9.82,63.4,-4.16,-1.79,-2.13,-5.45,24.05,-1.77,1.12,0.34,1.45,4.92,1.12,0.05,-0.13,-1.8,9.07,-0.02,-1.73,-0.82,0.35,-12.12
7/3/2018,-7.96,-4.16,-1.79,-2.13,-5.45,24.05,-1.77,1.12,0.34,1.45,4.92,1.12,0.05,-0.13,-1.8,9.07,-0.02,-1.73,-0.82,0.35,-12.12,-1.6,2.12,-0.44,0.24,-9.86
6/3/2018,-4.16,-1.77,1.12,0.34,1.45,4.92,1.12,0.05,-0.13,-1.8,9.07,-0.02,-1.73,-0.82,0.35,-12.12,-1.6,2.12,-0.44,0.24,-9.86,2.06,-2.2,-0.96,-0.29,-6.58
5/3/2018,-1.77,1.12,0.05,-0.13,-1.8,9.07,-0.02,-1.73,-0.82,0.35,-12.12,-1.6,2.12,-0.44,0.24,-9.86,2.06,-2.2,-0.96,-0.29,-6.58,-2.17,0.52,-0.75,-1.23,-3.26
4/3/2018,1.12,-0.02,-1.73,-0.82,0.35,-12.12,-1.6,2.12,-0.44,0.24,-9.86,2.06,-2.2,-0.96,-0.29,-6.58,-2.17,0.52,-0.75,-1.23,-3.26,0.51,3.06,1.77,3.12,-8.14
3/3/2018,-0.02,-1.6,2.12,-0.44,0.24,-9.86,2.06,-2.2,-0.96,-0.29,-6.58,-2.17,0.52,-0.75,-1.23,-3.26,0.51,3.06,1.77,3.12,-8.14,3.11,0.86,3.51,2.06,22.04
2/3/2018,-1.6,2.06,-2.2,-0.96,-0.29,-6.58,-2.17,0.52,-0.75,-1.23,-3.26,0.51,3.06,1.77,3.12,-8.14,3.11,0.86,3.51,2.06,22.04,0.78,-2.44,-2.87,0.93,-24.16
1/3/2018,2.06,-2.17,0.52,-0.75,-1.23,-3.26,0.51,3.06,1.77,3.12,-8.14,3.11,0.86,3.51,2.06,22.04,0.78,-2.44,-2.87,0.93,-24.16,-2.6,6.4,-0.92,2.91,-22.89
28/2/2018,-2.17,0.51,3.06,1.77,3.12,-8.14,3.11,0.86,3.51,2.06,22.04,0.78,-2.44,-2.87,0.93,-24.16,-2.6,6.4,-0.92,2.91,-22.89,6.59,-4.22,0.51,-0.25,2.18
27/2/2018,0.51,3.11,0.86,3.51,2.06,22.04,0.78,-2.44,-2.87,0.93,-24.16,-2.6,6.4,-0.92,2.91,-22.89,6.59,-4.22,0.51,-0.25,2.18,-4.22,-5.19,-3.12,-3.49,-15.86
26/2/2018,3.11,0.78,-2.44,-2.87,0.93,-24.16,-2.6,6.4,-0.92,2.91,-22.89,6.59,-4.22,0.51,-0.25,2.18,-4.22,-5.19,-3.12,-3.49,-15.86,-5.13,-5.86,-5.52,-6.74,28.02
25/2/2018,0.78,-2.6,6.4,-0.92,2.91,-22.89,6.59,-4.22,0.51,-0.25,2.18,-4.22,-5.19,-3.12,-3.49,-15.86,-5.13,-5.86,-5.52,-6.74,28.02,-5.91,2.95,0.47,-3.59,42.87
24/2/2018,-2.6,6.59,-4.22,0.51,-0.25,2.18,-4.22,-5.19,-3.12,-3.49,-15.86,-5.13,-5.86,-5.52,-6.74,28.02,-5.91,2.95,0.47,-3.59,42.87,2.95,-6.02,-2.58,0.78,-36.46
23/2/2018,6.59,-4.22,-5.19,-3.12,-3.49,-15.86,-5.13,-5.86,-5.52,-6.74,28.02,-5.91,2.95,0.47,-3.59,42.87,2.95,-6.02,-2.58,0.78,-36.46,-6.02,3.65,0.76,-3.34,34.05
22/2/2018,-4.22,-5.13,-5.86,-5.52,-6.74,28.02,-5.91,2.95,0.47,-3.59,42.87,2.95,-6.02,-2.58,0.78,-36.46,-6.02,3.65,0.76,-3.34,34.05,3.63,1.08,2.87,2.99,-2.18
21/2/2018,-5.13,-5.91,2.95,0.47,-3.59,42.87,2.95,-6.02,-2.58,0.78,-36.46,-6.02,3.65,0.76,-3.34,34.05,3.63,1.08,2.87,2.99,-2.18,1.07,0.85,-0.03,0.53,-30.4
20/2/2018,-5.91,2.95,-6.02,-2.58,0.78,-36.46,-6.02,3.65,0.76,-3.34,34.05,3.63,1.08,2.87,2.99,-2.18,1.07,0.85,-0.03,0.53,-30.4,0.86,9.29,2.56,7.34,-4.19
19/2/2018,2.95,-6.02,3.65,0.76,-3.34,34.05,3.63,1.08,2.87,2.99,-2.18,1.07,0.85,-0.03,0.53,-30.4,0.86,9.29,2.56,7.34,-4.19,9.3,-2.81,6.15,2.17,35.49
18/2/2018,-6.02,3.63,1.08,2.87,2.99,-2.18,1.07,0.85,-0.03,0.53,-30.4,0.86,9.29,2.56,7.34,-4.19,9.3,-2.81,6.15,2.17,35.49,-2.8,6.75,-0.75,1.48,-12.41
17/2/2018,3.63,1.07,0.85,-0.03,0.53,-30.4,0.86,9.29,2.56,7.34,-4.19,9.3,-2.81,6.15,2.17,35.49,-2.8,6.75,-0.75,1.48,-12.41,6.81,-4.75,2.51,4.12,-15.28
16/2/2018,1.07,0.86,9.29,2.56,7.34,-4.19,9.3,-2.81,6.15,2.17,35.49,-2.8,6.75,-0.75,1.48,-12.41,6.81,-4.75,2.51,4.12,-15.28,-4.81,-3.01,-5.96,-4.63,-5.86
15/2/2018,0.86,9.3,-2.81,6.15,2.17,35.49,-2.8,6.75,-0.75,1.48,-12.41,6.81,-4.75,2.51,4.12,-15.28,-4.81,-3.01,-5.96,-4.63,-5.86,-3.01,9.03,3.27,4.44,13.66
14/2/2018,9.3,-2.8,6.75,-0.75,1.48,-12.41,6.81,-4.75,2.51,4.12,-15.28,-4.81,-3.01,-5.96,-4.63,-5.86,-3.01,9.03,3.27,4.44,13.66,9,6.96,5.83,4.02,-26.1
13/2/2018,-2.8,6.81,-4.75,2.51,4.12,-15.28,-4.81,-3.01,-5.96,-4.63,-5.86,-3.01,9.03,3.27,4.44,13.66,9,6.96,5.83,4.02,-26.1,6.93,-3.83,-2.57,4.51,-36.87
12/2/2018,6.81,-4.81,-3.01,-5.96,-4.63,-5.86,-3.01,9.03,3.27,4.44,13.66,9,6.96,5.83,4.02,-26.1,6.93,-3.83,-2.57,4.51,-36.87,-3.91,12.34,6.9,26.47,-53.85
11/2/2018,-4.81,-3.01,9.03,3.27,4.44,13.66,9,6.96,5.83,4.02,-26.1,6.93,-3.83,-2.57,4.51,-36.87,-3.91,12.34,6.9,26.47,-53.85,12.48,-15.9,-7.19,-10.38,43.48
10/2/2018,-3.01,9,6.96,5.83,4.02,-26.1,6.93,-3.83,-2.57,4.51,-36.87,-3.91,12.34,6.9,26.47,-53.85,12.48,-15.9,-7.19,-10.38,43.48,-15.98,-14.72,-11.61,-19.54,123.13
9/2/2018,9,6.93,-3.83,-2.57,4.51,-36.87,-3.91,12.34,6.9,26.47,-53.85,12.48,-15.9,-7.19,-10.38,43.48,-15.98,-14.72,-11.61,-19.54,123.13,-14.62,5.49,-2.49,-7.24,25.23
8/2/2018,6.93,-3.91,12.34,6.9,26.47,-53.85,12.48,-15.9,-7.19,-10.38,43.48,-15.98,-14.72,-11.61,-19.54,123.13,-14.62,5.49,-2.49,-7.24,25.23,5.5,-10.85,-3.73,10.9,-64.69
7/2/2018,-3.91,12.48,-15.9,-7.19,-10.38,43.48,-15.98,-14.72,-11.61,-19.54,123.13,-14.62,5.49,-2.49,-7.24,25.23,5.5,-10.85,-3.73,10.9,-64.69,-10.9,-7.61,-10.45,-20.98,72.16
6/2/2018,12.48,-15.98,-14.72,-11.61,-19.54,123.13,-14.62,5.49,-2.49,-7.24,25.23,5.5,-10.85,-3.73,10.9,-64.69,-10.9,-7.61,-10.45,-20.98,72.16,-7.56,4.29,2.68,-5.6,77.64
5/2/2018,-15.98,-14.62,5.49,-2.49,-7.24,25.23,5.5,-10.85,-3.73,10.9,-64.69,-10.9,-7.61,-10.45,-20.98,72.16,-7.56,4.29,2.68,-5.6,77.64,4.31,-8.7,-4.42,-1.43,-30.23
4/2/2018,-14.62,5.5,-10.85,-3.73,10.9,-64.69,-10.9,-7.61,-10.45,-20.98,72.16,-7.56,4.29,2.68,-5.6,77.64,4.31,-8.7,-4.42,-1.43,-30.23,-8.77,-5.71,-6.42,-9.78,190.72
3/2/2018,5.5,-10.9,-7.61,-10.45,-20.98,72.16,-7.56,4.29,2.68,-5.6,77.64,4.31,-8.7,-4.42,-1.43,-30.23,-8.77,-5.71,-6.42,-9.78,190.72,-5.74,11.73,-0.4,4.23,-26.3
2/2/2018,-10.9,-7.56,4.29,2.68,-5.6,77.64,4.31,-8.7,-4.42,-1.43,-30.23,-8.77,-5.71,-6.42,-9.78,190.72,-5.74,11.73,-0.4,4.23,-26.3,11.82,6.48,12.4,7.5,79.04
1/2/2018,-7.56,4.31,-8.7,-4.42,-1.43,-30.23,-8.77,-5.71,-6.42,-9.78,190.72,-5.74,11.73,-0.4,4.23,-26.3,11.82,6.48,12.4,7.5,79.04,6.48,-0.12,4.33,4.94,-23.75
31/1/2018,4.31,-8.77,-5.71,-6.42,-9.78,190.72,-5.74,11.73,-0.4,4.23,-26.3,11.82,6.48,12.4,7.5,79.04,6.48,-0.12,4.33,4.94,-23.75,-0.11,-1.28,-2.16,-4.11,-14.42
30/1/2018,-8.77,-5.74,11.73,-0.4,4.23,-26.3,11.82,6.48,12.4,7.5,79.04,6.48,-0.12,4.33,4.94,-23.75,-0.11,-1.28,-2.16,-4.11,-14.42,-1.41,8.11,3.14,7.67,-6.41
29/1/2018,-5.74,11.82,6.48,12.4,7.5,79.04,6.48,-0.12,4.33,4.94,-23.75,-0.11,-1.28,-2.16,-4.11,-14.42,-1.41,8.11,3.14,7.67,-6.41,8.16,-1.32,4.58,5.15,-24.07
28/1/2018,11.82,6.48,-0.12,4.33,4.94,-23.75,-0.11,-1.28,-2.16,-4.11,-14.42,-1.41,8.11,3.14,7.67,-6.41,8.16,-1.32,4.58,5.15,-24.07,-1.22,-4.94,-5.73,-0.81,-4.5
27/1/2018,6.48,-0.11,-1.28,-2.16,-4.11,-14.42,-1.41,8.11,3.14,7.67,-6.41,8.16,-1.32,4.58,5.15,-24.07,-1.22,-4.94,-5.73,-0.81,-4.5,-4.96,-8.66,-5.43,-8.86,20.85
26/1/2018,-0.11,-1.41,8.11,3.14,7.67,-6.41,8.16,-1.32,4.58,5.15,-24.07,-1.22,-4.94,-5.73,-0.81,-4.5,-4.96,-8.66,-5.43,-8.86,20.85,-8.64,11.01,-1.18,-2.73,20.6
25/1/2018,-1.41,8.16,-1.32,4.58,5.15,-24.07,-1.22,-4.94,-5.73,-0.81,-4.5,-4.96,-8.66,-5.43,-8.86,20.85,-8.64,11.01,-1.18,-2.73,20.6,10.98,3.89,7.51,7.24,-6.32
24/1/2018,8.16,-1.22,-4.94,-5.73,-0.81,-4.5,-4.96,-8.66,-5.43,-8.86,20.85,-8.64,11.01,-1.18,-2.73,20.6,10.98,3.89,7.51,7.24,-6.32,3.8,-2.57,0,2.14,-53.27
23/1/2018,-1.22,-4.96,-8.66,-5.43,-8.86,20.85,-8.64,11.01,-1.18,-2.73,20.6,10.98,3.89,7.51,7.24,-6.32,3.8,-2.57,0,2.14,-53.27,-2.23,0.05,-0.85,22.06,-45.42
22/1/2018,-4.96,-8.64,11.01,-1.18,-2.73,20.6,10.98,3.89,7.51,7.24,-6.32,3.8,-2.57,0,2.14,-53.27,-2.23,0.05,-0.85,22.06,-45.42,-0.25,-20.08,-14.9,-11.38,2.13
21/1/2018,-8.64,10.98,3.89,7.51,7.24,-6.32,3.8,-2.57,0,2.14,-53.27,-2.23,0.05,-0.85,22.06,-45.42,-0.25,-20.08,-14.9,-11.38,2.13,-19.89,-5.49,-7.19,-31.27,387.68
20/1/2018,10.98,3.8,-2.57,0,2.14,-53.27,-2.23,0.05,-0.85,22.06,-45.42,-0.25,-20.08,-14.9,-11.38,2.13,-19.89,-5.49,-7.19,-31.27,387.68,-5.67,-2.17,-0.51,0.67,-22.1
19/1/2018,3.8,-2.23,0.05,-0.85,22.06,-45.42,-0.25,-20.08,-14.9,-11.38,2.13,-19.89,-5.49,-7.19,-31.27,387.68,-5.67,-2.17,-0.51,0.67,-22.1,-2.17,9.78,-2.68,0.27,-12.84
18/1/2018,-2.23,-0.25,-20.08,-14.9,-11.38,2.13,-19.89,-5.49,-7.19,-31.27,387.68,-5.67,-2.17,-0.51,0.67,-22.1,-2.17,9.78,-2.68,0.27,-12.84,9.77,10.74,10.75,15.62,-3.08
17/1/2018,-0.25,-19.89,-5.49,-7.19,-31.27,387.68,-5.67,-2.17,-0.51,0.67,-22.1,-2.17,9.78,-2.68,0.27,-12.84,9.77,10.74,10.75,15.62,-3.08,10.72,-8.89,-3.51,-1.73,-41.88
16/1/2018,-19.89,-5.67,-2.17,-0.51,0.67,-22.1,-2.17,9.78,-2.68,0.27,-12.84,9.77,10.74,10.75,15.62,-3.08,10.72,-8.89,-3.51,-1.73,-41.88,-9.01,-3.1,-3.63,-8.37,-5.26
15/1/2018,-5.67,-2.17,9.78,-2.68,0.27,-12.84,9.77,10.74,10.75,15.62,-3.08,10.72,-8.89,-3.51,-1.73,-41.88,-9.01,-3.1,-3.63,-8.37,-5.26,-2.78,13.84,6.38,7.51,27.88
14/1/2018,-2.17,9.77,10.74,10.75,15.62,-3.08,10.72,-8.89,-3.51,-1.73,-41.88,-9.01,-3.1,-3.63,-8.37,-5.26,-2.78,13.84,6.38,7.51,27.88,13.67,1.21,6.04,15.6,-32.47
13/1/2018,9.77,10.72,-8.89,-3.51,-1.73,-41.88,-9.01,-3.1,-3.63,-8.37,-5.26,-2.78,13.84,6.38,7.51,27.88,13.67,1.21,6.04,15.6,-32.47,1.21,11.11,9.77,-3.14,120.19
12/1/2018,10.72,-9.01,-3.1,-3.63,-8.37,-5.26,-2.78,13.84,6.38,7.51,27.88,13.67,1.21,6.04,15.6,-32.47,1.21,11.11,9.77,-3.14,120.19,11.1,4.31,10.04,5.06,56.37
11/1/2018,-9.01,-2.78,13.84,6.38,7.51,27.88,13.67,1.21,6.04,15.6,-32.47,1.21,11.11,9.77,-3.14,120.19,11.1,4.31,10.04,5.06,56.37,4.31,2.5,-0.92,2.3,-56.99
10/1/2018,-2.78,13.67,1.21,6.04,15.6,-32.47,1.21,11.11,9.77,-3.14,120.19,11.1,4.31,10.04,5.06,56.37,4.31,2.5,-0.92,2.3,-56.99,2.42,-0.29,2.67,4.12,-14.75
9/1/2018,13.67,1.21,11.11,9.77,-3.14,120.19,11.1,4.31,10.04,5.06,56.37,4.31,2.5,-0.92,2.3,-56.99,2.42,-0.29,2.67,4.12,-14.75,-0.21,9.69,4.43,6.34,11.93
8/1/2018,1.21,11.1,4.31,10.04,5.06,56.37,4.31,2.5,-0.92,2.3,-56.99,2.42,-0.29,2.67,4.12,-14.75,-0.21,9.69,4.43,6.34,11.93,9.69,14.13,7.27,11.63,-25.85
7/1/2018,11.1,4.31,2.5,-0.92,2.3,-56.99,2.42,-0.29,2.67,4.12,-14.75,-0.21,9.69,4.43,6.34,11.93,9.69,14.13,7.27,11.63,-25.85,14.13,2.13,16.8,4.81,245.51
6/1/2018,4.31,2.42,-0.29,2.67,4.12,-14.75,-0.21,9.69,4.43,6.34,11.93,9.69,14.13,7.27,11.63,-25.85,14.13,2.13,16.8,4.81,245.51,2.13,8,2.7,6.27,-20.75
5/1/2018,2.42,-0.21,9.69,4.43,6.34,11.93,9.69,14.13,7.27,11.63,-25.85,14.13,2.13,16.8,4.81,245.51,2.13,8,2.7,6.27,-20.75,8,-6.74,0.6,5.49,-42.7
4/1/2018,-0.21,9.69,14.13,7.27,11.63,-25.85,14.13,2.13,16.8,4.81,245.51,2.13,8,2.7,6.27,-20.75,8,-6.74,0.6,5.49,-42.7,-6.74,2.83,-2.31,-8.9,30.7
