Date,Change.L,C_1,O_1,H_1,L_1,V_1,C_2,O_2,H_2,L_2,V_2,C_3,O_3,H_3,L_3,V_3,C_4,O_4,H_4,L_4,V_4,C_5,O_5,H_5,L_5,V_5
11/12/2020,-2.29,-2.63,3.3,-0.41,3.41,115.38,3.27,-6.1,-2.83,-3.67,12.21,-6.1,-1.75,-1.37,-5.72,5.05,-1.76,0.83,-0.63,0.15,-41.25,0.84,5.07,1.7,4,-57.38
10/12/2020,3.41,3.27,-6.1,-2.83,-3.67,12.21,-6.1,-1.75,-1.37,-5.72,5.05,-1.76,0.83,-0.63,0.15,-41.25,0.84,5.07,1.7,4,-57.38,5.07,-7.87,-3.69,-0.9,-37.02
9/12/2020,-3.67,-6.1,-1.75,-1.37,-5.72,5.05,-1.76,0.83,-0.63,0.15,-41.25,0.84,5.07,1.7,4,-57.38,5.07,-7.87,-3.69,-0.9,-37.02,-7.85,3.08,-0.4,-3.54,103.96
8/12/2020,-5.72,-1.76,0.83,-0.63,0.15,-41.25,0.84,5.07,1.7,4,-57.38,5.07,-7.87,-3.69,-0.9,-37.02,-7.85,3.08,-0.4,-3.54,103.96,3.05,2.09,2.94,2.07,48.06
7/12/2020,0.15,0.84,5.07,1.7,4,-57.38,5.07,-7.87,-3.69,-0.9,-37.02,-7.85,3.08,-0.4,-3.54,103.96,3.05,2.09,2.94,2.07,48.06,2.12,-5.04,-4.93,1.31,-67.2
6/12/2020,4,5.07,-7.87,-3.69,-0.9,-37.02,-7.85,3.08,-0.4,-3.54,103.96,3.05,2.09,2.94,2.07,48.06,2.12,-5.04,-4.93,1.31,-67.2,-4.91,7.2,3.2,-0.57,-4.45
5/12/2020,-0.9,-7.85,3.08,-0.4,-3.54,103.96,3.05,2.09,2.94,2.07,48.06,2.12,-5.04,-4.93,1.31,-67.2,-4.91,7.2,3.2,-0.57,-4.45,7.03,6.96,6.84,7.6,793.26
4/12/2020,-3.54,3.05,2.09,2.94,2.07,48.06,2.12,-5.04,-4.93,1.31,-67.2,-4.91,7.2,3.2,-0.57,-4.45,7.03,6.96,6.84,7.6,793.26,7.01,3.7,5.22,4.68,8.43
3/12/2020,2.07,2.12,-5.04,-4.93,1.31,-67.2,-4.91,7.2,3.2,-0.57,-4.45,7.03,6.96,6.84,7.6,793.26,7.01,3.7,5.22,4.68,8.43,3.79,-0.19,3.3,2.49,-16.82
2/12/2020,1.31,-4.91,7.2,3.2,-0.57,-4.45,7.03,6.96,6.84,7.6,793.26,7.01,3.7,5.22,4.68,8.43,3.79,-0.19,3.3,2.49,-16.82,-0.23,-8.78,-8.09,2.19,-51.03
1/12/2020,-0.57,7.03,6.96,6.84,7.6,793.26,7.01,3.7,5.22,4.68,8.43,3.79,-0.19,3.3,2.49,-16.82,-0.23,-8.78,-8.09,2.19,-51.03,-8.84,-5.84,-4.71,-12.84,-9.59
30/11/2020,7.6,7.01,3.7,5.22,4.68,8.43,3.79,-0.19,3.3,2.49,-16.82,-0.23,-8.78,-8.09,2.19,-51.03,-8.84,-5.84,-4.71,-12.84,-9.59,-5.84,-0.69,-2.58,-5.81,-64.73
29/11/2020,4.68,3.79,-0.19,3.3,2.49,-16.82,-0.23,-8.78,-8.09,2.19,-51.03,-8.84,-5.84,-4.71,-12.84,-9.59,-5.84,-0.69,-2.58,-5.81,-64.73,-0.69,8.91,1.86,6.84,-17.25
28/11/2020,2.49,-0.23,-8.78,-8.09,2.19,-51.03,-8.84,-5.84,-4.71,-12.84,-9.59,-5.84,-0.69,-2.58,-5.81,-64.73,-0.69,8.91,1.86,6.84,-17.25,8.91,1.35,5.23,7.26,35.15
27/11/2020,2.19,-8.84,-5.84,-4.71,-12.84,-9.59,-5.84,-0.69,-2.58,-5.81,-64.73,-0.69,8.91,1.86,6.84,-17.25,8.91,1.35,5.23,7.26,35.15,1.36,8.23,5.05,1.84,36.86
26/11/2020,-12.84,-5.84,-0.69,-2.58,-5.81,-64.73,-0.69,8.91,1.86,6.84,-17.25,8.91,1.35,5.23,7.26,35.15,1.36,8.23,5.05,1.84,36.86,8.22,8.21,7.62,7.23,-12.93
25/11/2020,-5.81,-0.69,8.91,1.86,6.84,-17.25,8.91,1.35,5.23,7.26,35.15,1.36,8.23,5.05,1.84,36.86,8.22,8.21,7.62,7.23,-12.93,8.23,-1.52,6.77,1.21,146.21
24/11/2020,6.84,8.91,1.35,5.23,7.26,35.15,1.36,8.23,5.05,1.84,36.86,8.22,8.21,7.62,7.23,-12.93,8.23,-1.52,6.77,1.21,146.21,-1.53,-0.73,-2.93,1.19,-31.12
23/11/2020,7.26,1.36,8.23,5.05,1.84,36.86,8.22,8.21,7.62,7.23,-12.93,8.23,-1.52,6.77,1.21,146.21,-1.53,-0.73,-2.93,1.19,-31.12,-0.71,4.71,2.16,0.04,129.38
22/11/2020,1.84,8.22,8.21,7.62,7.23,-12.93,8.23,-1.52,6.77,1.21,146.21,-1.53,-0.73,-2.93,1.19,-31.12,-0.71,4.71,2.16,0.04,129.38,4.67,2.72,4,3.12,41.1
21/11/2020,7.23,8.23,-1.52,6.77,1.21,146.21,-1.53,-0.73,-2.93,1.19,-31.12,-0.71,4.71,2.16,0.04,129.38,4.67,2.72,4,3.12,41.1,2.72,-2.73,0.66,1.22,-39.83
20/11/2020,1.21,-1.53,-0.73,-2.93,1.19,-31.12,-0.71,4.71,2.16,0.04,129.38,4.67,2.72,4,3.12,41.1,2.72,-2.73,0.66,1.22,-39.83,-2.71,-3.28,-3.02,-2.69,1.85
19/11/2020,1.19,-0.71,4.71,2.16,0.04,129.38,4.67,2.72,4,3.12,41.1,2.72,-2.73,0.66,1.22,-39.83,-2.71,-3.28,-3.02,-2.69,1.85,-3.27,2.98,-0.09,-1.1,-6.9
18/11/2020,0.04,4.67,2.72,4,3.12,41.1,2.72,-2.73,0.66,1.22,-39.83,-2.71,-3.28,-3.02,-2.69,1.85,-3.27,2.98,-0.09,-1.1,-6.9,2.97,-0.16,1.75,1.15,5.57
17/11/2020,3.12,2.72,-2.73,0.66,1.22,-39.83,-2.71,-3.28,-3.02,-2.69,1.85,-3.27,2.98,-0.09,-1.1,-6.9,2.97,-0.16,1.75,1.15,5.57,-0.17,2.9,-1.37,0.65,-38.33
16/11/2020,1.22,-2.71,-3.28,-3.02,-2.69,1.85,-3.27,2.98,-0.09,-1.1,-6.9,2.97,-0.16,1.75,1.15,5.57,-0.17,2.9,-1.37,0.65,-38.33,2.91,1.32,4.76,2.28,-27.12
15/11/2020,-2.69,-3.27,2.98,-0.09,-1.1,-6.9,2.97,-0.16,1.75,1.15,5.57,-0.17,2.9,-1.37,0.65,-38.33,2.91,1.32,4.76,2.28,-27.12,1.33,-2.24,-0.89,1.05,-28.04
14/11/2020,-1.1,2.97,-0.16,1.75,1.15,5.57,-0.17,2.9,-1.37,0.65,-38.33,2.91,1.32,4.76,2.28,-27.12,1.33,-2.24,-0.89,1.05,-28.04,-2.28,4.4,-0.34,0.58,498.55
13/11/2020,1.15,-0.17,2.9,-1.37,0.65,-38.33,2.91,1.32,4.76,2.28,-27.12,1.33,-2.24,-0.89,1.05,-28.04,-2.28,4.4,-0.34,0.58,498.55,4.43,-4.47,-1.66,1.61,-38.05
12/11/2020,0.65,2.91,1.32,4.76,2.28,-27.12,1.33,-2.24,-0.89,1.05,-28.04,-2.28,4.4,-0.34,0.58,498.55,4.43,-4.47,-1.66,1.61,-38.05,-4.46,9.41,2.2,2.53,19.14
11/11/2020,2.28,1.33,-2.24,-0.89,1.05,-28.04,-2.28,4.4,-0.34,0.58,498.55,4.43,-4.47,-1.66,1.61,-38.05,-4.46,9.41,2.2,2.53,19.14,9.38,3.5,9.01,4.7,-7.24
10/11/2020,1.05,-2.28,4.4,-0.34,0.58,498.55,4.43,-4.47,-1.66,1.61,-38.05,-4.46,9.41,2.2,2.53,19.14,9.38,3.5,9.01,4.7,-7.24,3.59,3.68,2.95,5.1,14.1
9/11/2020,0.58,4.43,-4.47,-1.66,1.61,-38.05,-4.46,9.41,2.2,2.53,19.14,9.38,3.5,9.01,4.7,-7.24,3.59,3.68,2.95,5.1,14.1,3.68,1.2,4.6,1.69,-8.32
8/11/2020,1.61,-4.46,9.41,2.2,2.53,19.14,9.38,3.5,9.01,4.7,-7.24,3.59,3.68,2.95,5.1,14.1,3.68,1.2,4.6,1.69,-8.32,1.14,-3.23,-3.48,-2.15,-28.63
7/11/2020,2.53,9.38,3.5,9.01,4.7,-7.24,3.59,3.68,2.95,5.1,14.1,3.68,1.2,4.6,1.69,-8.32,1.14,-3.23,-3.48,-2.15,-28.63,-3.22,2.61,1.69,-1.51,70.83
6/11/2020,4.7,3.59,3.68,2.95,5.1,14.1,3.68,1.2,4.6,1.69,-8.32,1.14,-3.23,-3.48,-2.15,-28.63,-3.22,2.61,1.69,-1.51,70.83,2.55,0.93,0.84,1.16,-14.02
5/11/2020,5.1,3.68,1.2,4.6,1.69,-8.32,1.14,-3.23,-3.48,-2.15,-28.63,-3.22,2.61,1.69,-1.51,70.83,2.55,0.93,0.84,1.16,-14.02,1.05,-1.12,0.52,1.65,128.47
4/11/2020,1.69,1.14,-3.23,-3.48,-2.15,-28.63,-3.22,2.61,1.69,-1.51,70.83,2.55,0.93,0.84,1.16,-14.02,1.05,-1.12,0.52,1.65,128.47,-1.12,-0.28,-0.34,-1.88,-7.57
3/11/2020,-2.15,-3.22,2.61,1.69,-1.51,70.83,2.55,0.93,0.84,1.16,-14.02,1.05,-1.12,0.52,1.65,128.47,-1.12,-0.28,-0.34,-1.88,-7.57,-0.36,-3.69,-3.62,0.01,-69.48
2/11/2020,-1.51,2.55,0.93,0.84,1.16,-14.02,1.05,-1.12,0.52,1.65,128.47,-1.12,-0.28,-0.34,-1.88,-7.57,-0.36,-3.69,-3.62,0.01,-69.48,-3.72,2.33,-0.43,-2.41,58.35
1/11/2020,1.16,1.05,-1.12,0.52,1.65,128.47,-1.12,-0.28,-0.34,-1.88,-7.57,-0.36,-3.69,-3.62,0.01,-69.48,-3.72,2.33,-0.43,-2.41,58.35,2.29,-3.08,-0.14,2.01,-30.57
31/10/2020,1.65,-1.12,-0.28,-0.34,-1.88,-7.57,-0.36,-3.69,-3.62,0.01,-69.48,-3.72,2.33,-0.43,-2.41,58.35,2.29,-3.08,-0.14,2.01,-30.57,-2.95,-1.45,-1.6,-5.13,197.05
30/10/2020,-1.88,-0.36,-3.69,-3.62,0.01,-69.48,-3.72,2.33,-0.43,-2.41,58.35,2.29,-3.08,-0.14,2.01,-30.57,-2.95,-1.45,-1.6,-5.13,197.05,-1.42,0.94,0.19,-0.93,13.81
29/10/2020,0.01,-3.72,2.33,-0.43,-2.41,58.35,2.29,-3.08,-0.14,2.01,-30.57,-2.95,-1.45,-1.6,-5.13,197.05,-1.42,0.94,0.19,-0.93,13.81,0.83,-1.34,-0.68,1.2,-67.24
28/10/2020,-2.41,2.29,-3.08,-0.14,2.01,-30.57,-2.95,-1.45,-1.6,-5.13,197.05,-1.42,0.94,0.19,-0.93,13.81,0.83,-1.34,-0.68,1.2,-67.24,-1.34,5.81,-0.24,2.99,-35.34
27/10/2020,2.01,-2.95,-1.45,-1.6,-5.13,197.05,-1.42,0.94,0.19,-0.93,13.81,0.83,-1.34,-0.68,1.2,-67.24,-1.34,5.81,-0.24,2.99,-35.34,5.84,6.2,4.94,6.29,-7.05
26/10/2020,-5.13,-1.42,0.94,0.19,-0.93,13.81,0.83,-1.34,-0.68,1.2,-67.24,-1.34,5.81,-0.24,2.99,-35.34,5.84,6.2,4.94,6.29,-7.05,6.2,-2.77,5.32,0.25,82.44
25/10/2020,-0.93,0.83,-1.34,-0.68,1.2,-67.24,-1.34,5.81,-0.24,2.99,-35.34,5.84,6.2,4.94,6.29,-7.05,6.2,-2.77,5.32,0.25,82.44,-2.86,0.31,-1,-1.49,8.91
24/10/2020,1.2,-1.34,5.81,-0.24,2.99,-35.34,5.84,6.2,4.94,6.29,-7.05,6.2,-2.77,5.32,0.25,82.44,-2.86,0.31,-1,-1.49,8.91,0.37,2.51,1.45,1.41,46.37
23/10/2020,2.99,5.84,6.2,4.94,6.29,-7.05,6.2,-2.77,5.32,0.25,82.44,-2.86,0.31,-1,-1.49,8.91,0.37,2.51,1.45,1.41,46.37,2.49,0.97,2.31,1.2,-6.02
22/10/2020,6.29,6.2,-2.77,5.32,0.25,82.44,-2.86,0.31,-1,-1.49,8.91,0.37,2.51,1.45,1.41,46.37,2.49,0.97,2.31,1.2,-6.02,0.95,-3.32,-2.54,0.15,-34.39
21/10/2020,0.25,-2.86,0.31,-1,-1.49,8.91,0.37,2.51,1.45,1.41,46.37,2.49,0.97,2.31,1.2,-6.02,0.95,-3.32,-2.54,0.15,-34.39,-3.25,-0.36,-0.31,-2.09,-4.29
20/10/2020,-1.49,0.37,2.51,1.45,1.41,46.37,2.49,0.97,2.31,1.2,-6.02,0.95,-3.32,-2.54,0.15,-34.39,-3.25,-0.36,-0.31,-2.09,-4.29,-0.45,-0.57,-1.64,-0.86,-1.86
19/10/2020,1.41,2.49,0.97,2.31,1.2,-6.02,0.95,-3.32,-2.54,0.15,-34.39,-3.25,-0.36,-0.31,-2.09,-4.29,-0.45,-0.57,-1.64,-0.86,-1.86,-0.55,-1.43,0.01,-0.25,2.02
18/10/2020,1.2,0.95,-3.32,-2.54,0.15,-34.39,-3.25,-0.36,-0.31,-2.09,-4.29,-0.45,-0.57,-1.64,-0.86,-1.86,-0.55,-1.43,0.01,-0.25,2.02,-1.41,3.27,-1.91,2.33,-23.77
17/10/2020,0.15,-3.25,-0.36,-0.31,-2.09,-4.29,-0.45,-0.57,-1.64,-0.86,-1.86,-0.55,-1.43,0.01,-0.25,2.02,-1.41,3.27,-1.91,2.33,-23.77,3.34,1.11,4.59,-0.86,99.04
16/10/2020,-2.09,-0.45,-0.57,-1.64,-0.86,-1.86,-0.55,-1.43,0.01,-0.25,2.02,-1.41,3.27,-1.91,2.33,-23.77,3.34,1.11,4.59,-0.86,99.04,1.09,1.38,-0.19,1.28,-27.2
15/10/2020,-0.86,-0.55,-1.43,0.01,-0.25,2.02,-1.41,3.27,-1.91,2.33,-23.77,3.34,1.11,4.59,-0.86,99.04,1.09,1.38,-0.19,1.28,-27.2,1.34,4.15,2.66,4.82,-8.66
14/10/2020,-0.25,-1.41,3.27,-1.91,2.33,-23.77,3.34,1.11,4.59,-0.86,99.04,1.09,1.38,-0.19,1.28,-27.2,1.34,4.15,2.66,4.82,-8.66,4.12,2.65,4.32,3.89,14.6
13/10/2020,2.33,3.34,1.11,4.59,-0.86,99.04,1.09,1.38,-0.19,1.28,-27.2,1.34,4.15,2.66,4.82,-8.66,4.12,2.65,4.32,3.89,14.6,2.74,0.31,3,0.2,18.72
12/10/2020,-0.86,1.09,1.38,-0.19,1.28,-27.2,1.34,4.15,2.66,4.82,-8.66,4.12,2.65,4.32,3.89,14.6,2.74,0.31,3,0.2,18.72,0.26,-3.66,-3.44,-0.92,-21.17
11/10/2020,1.28,1.34,4.15,2.66,4.82,-8.66,4.12,2.65,4.32,3.89,14.6,2.74,0.31,3,0.2,18.72,0.26,-3.66,-3.44,-0.92,-21.17,-3.59,0.24,0.01,-3.31,47.58
10/10/2020,4.82,4.12,2.65,4.32,3.89,14.6,2.74,0.31,3,0.2,18.72,0.26,-3.66,-3.44,-0.92,-21.17,-3.59,0.24,0.01,-3.31,47.58,0.16,2.05,0.25,1.37,3.98
9/10/2020,3.89,2.74,0.31,3,0.2,18.72,0.26,-3.66,-3.44,-0.92,-21.17,-3.59,0.24,0.01,-3.31,47.58,0.16,2.05,0.25,1.37,3.98,2.06,-0.05,0.83,0.08,6.47
8/10/2020,0.2,0.26,-3.66,-3.44,-0.92,-21.17,-3.59,0.24,0.01,-3.31,47.58,0.16,2.05,0.25,1.37,3.98,2.06,-0.05,0.83,0.08,6.47,-0.02,-2.06,-0.73,2.33,-38.38
7/10/2020,-0.92,-3.59,0.24,0.01,-3.31,47.58,0.16,2.05,0.25,1.37,3.98,2.06,-0.05,0.83,0.08,6.47,-0.02,-2.06,-0.73,2.33,-38.38,-2.09,-1.79,-4.2,-2.82,-8.32
6/10/2020,-3.31,0.16,2.05,0.25,1.37,3.98,2.06,-0.05,0.83,0.08,6.47,-0.02,-2.06,-0.73,2.33,-38.38,-2.09,-1.79,-4.2,-2.82,-8.32,-1.76,-0.08,2.26,-2.03,46.04
5/10/2020,1.37,2.06,-0.05,0.83,0.08,6.47,-0.02,-2.06,-0.73,2.33,-38.38,-2.09,-1.79,-4.2,-2.82,-8.32,-1.76,-0.08,2.26,-2.03,46.04,-0.13,1.64,0.08,0.38,-13.26
4/10/2020,0.08,-0.02,-2.06,-0.73,2.33,-38.38,-2.09,-1.79,-4.2,-2.82,-8.32,-1.76,-0.08,2.26,-2.03,46.04,-0.13,1.64,0.08,0.38,-13.26,1.63,-0.97,-1.9,-0.31,-19.43
3/10/2020,2.33,-2.09,-1.79,-4.2,-2.82,-8.32,-1.76,-0.08,2.26,-2.03,46.04,-0.13,1.64,0.08,0.38,-13.26,1.63,-0.97,-1.9,-0.31,-19.43,-0.88,0.89,1.56,1.46,22.36
2/10/2020,-2.82,-1.76,-0.08,2.26,-2.03,46.04,-0.13,1.64,0.08,0.38,-13.26,1.63,-0.97,-1.9,-0.31,-19.43,-0.88,0.89,1.56,1.46,22.36,0.84,0.75,1.72,0.16,-2.01
1/10/2020,-2.03,-0.13,1.64,0.08,0.38,-13.26,1.63,-0.97,-1.9,-0.31,-19.43,-0.88,0.89,1.56,1.46,22.36,0.84,0.75,1.72,0.16,-2.01,0.75,0.71,-0.54,2.64,-23.49
30/9/2020,0.38,1.63,-0.97,-1.9,-0.31,-19.43,-0.88,0.89,1.56,1.46,22.36,0.84,0.75,1.72,0.16,-2.01,0.75,0.71,-0.54,2.64,-23.49,0.7,9.11,1.47,6.54,-9.89
29/9/2020,-0.31,-0.88,0.89,1.56,1.46,22.36,0.84,0.75,1.72,0.16,-2.01,0.75,0.71,-0.54,2.64,-23.49,0.7,9.11,1.47,6.54,-9.89,9.13,-6.97,2.46,0.55,-32.28
28/9/2020,1.46,0.84,0.75,1.72,0.16,-2.01,0.75,0.71,-0.54,2.64,-23.49,0.7,9.11,1.47,6.54,-9.89,9.13,-6.97,2.46,0.55,-32.28,-7,0.77,-0.6,-6.13,49.41
27/9/2020,0.16,0.75,0.71,-0.54,2.64,-23.49,0.7,9.11,1.47,6.54,-9.89,9.13,-6.97,2.46,0.55,-32.28,-7,0.77,-0.6,-6.13,49.41,0.8,-8.02,-7.77,1.43,-18.58
26/9/2020,2.64,0.7,9.11,1.47,6.54,-9.89,9.13,-6.97,2.46,0.55,-32.28,-7,0.77,-0.6,-6.13,49.41,0.8,-8.02,-7.77,1.43,-18.58,-8.04,-3.7,-2.61,-9.32,56.3
25/9/2020,6.54,9.13,-6.97,2.46,0.55,-32.28,-7,0.77,-0.6,-6.13,49.41,0.8,-8.02,-7.77,1.43,-18.58,-8.04,-3.7,-2.61,-9.32,56.3,-3.67,0.28,-0.41,-3.22,8.31
24/9/2020,0.55,-7,0.77,-0.6,-6.13,49.41,0.8,-8.02,-7.77,1.43,-18.58,-8.04,-3.7,-2.61,-9.32,56.3,-3.67,0.28,-0.41,-3.22,8.31,0.27,-1.31,-1.33,0.48,-24.69
23/9/2020,-6.13,0.8,-8.02,-7.77,1.43,-18.58,-8.04,-3.7,-2.61,-9.32,56.3,-3.67,0.28,-0.41,-3.22,8.31,0.27,-1.31,-1.33,0.48,-24.69,-1.23,6.75,-0.44,3.38,-30.35
22/9/2020,1.43,-8.04,-3.7,-2.61,-9.32,56.3,-3.67,0.28,-0.41,-3.22,8.31,0.27,-1.31,-1.33,0.48,-24.69,-1.23,6.75,-0.44,3.38,-30.35,6.6,0.23,5.65,2.35,41.83
21/9/2020,-9.32,-3.67,0.28,-0.41,-3.22,8.31,0.27,-1.31,-1.33,0.48,-24.69,-1.23,6.75,-0.44,3.38,-30.35,6.6,0.23,5.65,2.35,41.83,0.24,-3.4,-2.3,-1.99,0
20/9/2020,-3.22,0.27,-1.31,-1.33,0.48,-24.69,-1.23,6.75,-0.44,3.38,-30.35,6.6,0.23,5.65,2.35,41.83,0.24,-3.4,-2.3,-1.99,0,-3.37,2.95,-0.6,1.36,-12.38
19/9/2020,0.48,-1.23,6.75,-0.44,3.38,-30.35,6.6,0.23,5.65,2.35,41.83,0.24,-3.4,-2.3,-1.99,0,-3.37,2.95,-0.6,1.36,-12.38,3.01,-5.71,-1.42,1.04,-0.39
18/9/2020,3.38,6.6,0.23,5.65,2.35,41.83,0.24,-3.4,-2.3,-1.99,0,-3.37,2.95,-0.6,1.36,-12.38,3.01,-5.71,-1.42,1.04,-0.39,-5.74,3.83,0.36,-3.33,-9.66
17/9/2020,2.35,0.24,-3.4,-2.3,-1.99,0,-3.37,2.95,-0.6,1.36,-12.38,3.01,-5.71,-1.42,1.04,-0.39,-5.74,3.83,0.36,-3.33,-9.66,3.82,1.59,3.66,2.71,-8.3
16/9/2020,-1.99,-3.37,2.95,-0.6,1.36,-12.38,3.01,-5.71,-1.42,1.04,-0.39,-5.74,3.83,0.36,-3.33,-9.66,3.82,1.59,3.66,2.71,-8.3,1.58,4.78,-0.67,1.57,-24.06
15/9/2020,1.36,3.01,-5.71,-1.42,1.04,-0.39,-5.74,3.83,0.36,-3.33,-9.66,3.82,1.59,3.66,2.71,-8.3,1.58,4.78,-0.67,1.57,-24.06,4.79,4.04,5.19,5.96,17.27
14/9/2020,1.04,-5.74,3.83,0.36,-3.33,-9.66,3.82,1.59,3.66,2.71,-8.3,1.58,4.78,-0.67,1.57,-24.06,4.79,4.04,5.19,5.96,17.27,4.04,-4.15,0.74,1.37,-25.87
13/9/2020,-3.33,3.82,1.59,3.66,2.71,-8.3,1.58,4.78,-0.67,1.57,-24.06,4.79,4.04,5.19,5.96,17.27,4.04,-4.15,0.74,1.37,-25.87,-4.15,-0.4,-0.46,0.37,-12.49
12/9/2020,2.71,1.58,4.78,-0.67,1.57,-24.06,4.79,4.04,5.19,5.96,17.27,4.04,-4.15,0.74,1.37,-25.87,-4.15,-0.4,-0.46,0.37,-12.49,-0.4,5.55,-0.21,2.77,7.75
11/9/2020,1.57,4.79,4.04,5.19,5.96,17.27,4.04,-4.15,0.74,1.37,-25.87,-4.15,-0.4,-0.46,0.37,-12.49,-0.4,5.55,-0.21,2.77,7.75,5.55,-13.22,-9.14,0.81,-43.01
10/9/2020,5.96,4.04,-4.15,0.74,1.37,-25.87,-4.15,-0.4,-0.46,0.37,-12.49,-0.4,5.55,-0.21,2.77,7.75,5.55,-13.22,-9.14,0.81,-43.01,-13.22,1.04,-1.37,-14.69,40.16
9/9/2020,1.37,-4.15,-0.4,-0.46,0.37,-12.49,-0.4,5.55,-0.21,2.77,7.75,5.55,-13.22,-9.14,0.81,-43.01,-13.22,1.04,-1.37,-14.69,40.16,1.04,-13.02,-14.33,-2.33,-24.98
8/9/2020,0.37,-0.4,5.55,-0.21,2.77,7.75,5.55,-13.22,-9.14,0.81,-43.01,-13.22,1.04,-1.37,-14.69,40.16,1.04,-13.02,-14.33,-2.33,-24.98,-13.01,-7.69,-3.03,-10.93,11.45
7/9/2020,2.77,5.55,-13.22,-9.14,0.81,-43.01,-13.22,1.04,-1.37,-14.69,40.16,1.04,-13.02,-14.33,-2.33,-24.98,-13.01,-7.69,-3.03,-10.93,11.45,-7.72,9.64,-1.49,-1.49,189.25
6/9/2020,0.81,-13.22,1.04,-1.37,-14.69,40.16,1.04,-13.02,-14.33,-2.33,-24.98,-13.01,-7.69,-3.03,-10.93,11.45,-7.72,9.64,-1.49,-1.49,189.25,9.66,1.18,11.29,2.7,32.07
5/9/2020,-14.69,1.04,-13.02,-14.33,-2.33,-24.98,-13.01,-7.69,-3.03,-10.93,11.45,-7.72,9.64,-1.49,-1.49,189.25,9.66,1.18,11.29,2.7,32.07,1.18,7.53,2.12,4.99,18.29
4/9/2020,-2.33,-13.01,-7.69,-3.03,-10.93,11.45,-7.72,9.64,-1.49,-1.49,189.25,9.66,1.18,11.29,2.7,32.07,1.18,7.53,2.12,4.99,18.29,7.54,0.88,5.93,1.66,27.53
3/9/2020,-10.93,-7.72,9.64,-1.49,-1.49,189.25,9.66,1.18,11.29,2.7,32.07,1.18,7.53,2.12,4.99,18.29,7.54,0.88,5.93,1.66,27.53,0.93,3.17,1.98,3.2,-15.1
2/9/2020,-1.49,9.66,1.18,11.29,2.7,32.07,1.18,7.53,2.12,4.99,18.29,7.54,0.88,5.93,1.66,27.53,0.93,3.17,1.98,3.2,-15.1,3.13,-0.73,0.29,1.95,-12.38
1/9/2020,2.7,1.18,7.53,2.12,4.99,18.29,7.54,0.88,5.93,1.66,27.53,0.93,3.17,1.98,3.2,-15.1,3.13,-0.73,0.29,1.95,-12.38,-0.74,0.73,0.99,-1.35,5.08
31/8/2020,4.99,7.54,0.88,5.93,1.66,27.53,0.93,3.17,1.98,3.2,-15.1,3.13,-0.73,0.29,1.95,-12.38,-0.74,0.73,0.99,-1.35,5.08,0.72,-6.01,-4.01,1.95,-19.2
30/8/2020,1.66,0.93,3.17,1.98,3.2,-15.1,3.13,-0.73,0.29,1.95,-12.38,-0.74,0.73,0.99,-1.35,5.08,0.72,-6.01,-4.01,1.95,-19.2,-6.01,4.31,-0.28,-4.44,23.77
29/8/2020,3.2,3.13,-0.73,0.29,1.95,-12.38,-0.74,0.73,0.99,-1.35,5.08,0.72,-6.01,-4.01,1.95,-19.2,-6.01,4.31,-0.28,-4.44,23.77,4.4,-1.2,3.33,1.1,24.81
28/8/2020,1.95,-0.74,0.73,0.99,-1.35,5.08,0.72,-6.01,-4.01,1.95,-19.2,-6.01,4.31,-0.28,-4.44,23.77,4.4,-1.2,3.33,1.1,24.81,-1.28,1.93,0.02,0.91,-20.36
27/8/2020,-1.35,0.72,-6.01,-4.01,1.95,-19.2,-6.01,4.31,-0.28,-4.44,23.77,4.4,-1.2,3.33,1.1,24.81,-1.28,1.93,0.02,0.91,-20.36,1.95,-6.73,-5.22,-1.36,-11.68
26/8/2020,1.95,-6.01,4.31,-0.28,-4.44,23.77,4.4,-1.2,3.33,1.1,24.81,-1.28,1.93,0.02,0.91,-20.36,1.95,-6.73,-5.22,-1.36,-11.68,-6.74,2.13,-0.05,-4.37,22.31
25/8/2020,-4.44,4.4,-1.2,3.33,1.1,24.81,-1.28,1.93,0.02,0.91,-20.36,1.95,-6.73,-5.22,-1.36,-11.68,-6.74,2.13,-0.05,-4.37,22.31,2.11,-3.48,-1.81,2.1,-26.18
24/8/2020,1.1,-1.28,1.93,0.02,0.91,-20.36,1.95,-6.73,-5.22,-1.36,-11.68,-6.74,2.13,-0.05,-4.37,22.31,2.11,-3.48,-1.81,2.1,-26.18,-3.49,-1.98,-1.61,-5.04,3.18
23/8/2020,0.91,1.95,-6.73,-5.22,-1.36,-11.68,-6.74,2.13,-0.05,-4.37,22.31,2.11,-3.48,-1.81,2.1,-26.18,-3.49,-1.98,-1.61,-5.04,3.18,-1.95,-0.69,-2.52,-1.25,4.47
22/8/2020,-1.36,-6.74,2.13,-0.05,-4.37,22.31,2.11,-3.48,-1.81,2.1,-26.18,-3.49,-1.98,-1.61,-5.04,3.18,-1.95,-0.69,-2.52,-1.25,4.47,-0.71,0.32,1.9,1.81,11.54
21/8/2020,-4.37,2.11,-3.48,-1.81,2.1,-26.18,-3.49,-1.98,-1.61,-5.04,3.18,-1.95,-0.69,-2.52,-1.25,4.47,-0.71,0.32,1.9,1.81,11.54,0.34,-1.33,-1.38,-3.62,-3.44
